id,rank_team1,total_points_team1,rank_team2,total_points_team2,is_team1_won
3353,110.0,0.0,190.0,0.0,1
3355,67.0,480.63,122.0,276.43,0
3357,1.0,0.0,37.0,0.0,1
3358,135.0,0.0,112.0,0.0,0
3359,188.0,0.0,93.0,0.0,0
3360,52.0,0.0,53.0,0.0,1
3362,71.0,495.98,151.0,158.78,1
3363,116.0,0.0,171.0,0.0,1
3364,181.0,0.0,110.0,0.0,0
3365,101.0,0.0,102.0,0.0,1
3367,130.0,258.4,59.0,581.66,0
3370,84.0,0.0,136.0,0.0,1
3371,59.0,564.52,72.0,482.54,0
3374,25.0,807.28,52.0,573.18,0
3375,153.0,0.0,151.0,0.0,1
3376,95.0,351.91,89.0,385.61,0
3377,129.0,238.23,29.0,822.08,0
3378,4.0,0.0,168.0,0.0,1
3380,55.0,0.0,52.0,0.0,0
3381,68.0,530.65,16.0,1002.72,0
3382,62.0,0.0,8.0,0.0,0
3383,86.0,0.0,46.0,0.0,0
3384,203.0,0.0,178.0,0.0,0
3386,96.0,0.0,92.0,0.0,1
3387,11.0,0.0,5.0,0.0,0
3388,46.0,626.5,45.0,628.11,1
3389,2.0,0.0,48.0,0.0,0
3390,107.0,0.0,154.0,0.0,1
3391,63.0,0.0,36.0,0.0,1
3392,78.0,394.73,115.0,263.21,1
3394,89.0,0.0,183.0,0.0,1
3396,37.0,0.0,30.0,0.0,1
3397,27.0,842.23,127.0,281.74,0
3398,49.0,0.0,66.0,0.0,1
3401,63.0,0.0,112.0,0.0,0
3402,57.0,0.0,138.0,0.0,0
3404,72.0,0.0,64.0,0.0,0
3406,12.0,0.0,32.0,0.0,1
3407,139.0,212.45,2.0,1472.81,0
3408,13.0,0.0,33.0,0.0,0
3409,43.0,0.0,19.0,0.0,1
3411,110.0,0.0,79.0,0.0,0
3413,88.0,0.0,51.0,0.0,0
3414,39.0,688.05,82.0,458.07,1
3417,62.0,0.0,136.0,0.0,0
3419,28.0,0.0,56.0,0.0,1
3423,47.0,609.22,101.0,332.89,1
3424,25.0,850.35,14.0,1036.0,0
3425,80.0,442.71,99.0,347.94,1
3426,14.0,0.0,9.0,0.0,0
3427,130.0,0.0,50.0,0.0,1
3428,84.0,0.0,24.0,0.0,0
3429,106.0,0.0,127.0,0.0,1
3430,30.0,0.0,5.0,0.0,1
3434,8.0,1184.11,16.0,974.01,0
3436,3.0,0.0,12.0,0.0,0
3437,47.0,0.0,74.0,0.0,0
3439,68.0,529.04,87.0,390.88,1
3440,53.0,570.65,16.0,945.4,0
3441,76.0,0.0,94.0,0.0,0
3442,57.0,0.0,77.0,0.0,0
3443,34.0,0.0,14.0,0.0,0
3444,40.0,710.98,49.0,623.92,0
3445,38.0,712.4,31.0,791.91,1
3450,45.0,0.0,62.0,0.0,1
3451,66.0,0.0,56.0,0.0,1
3454,91.0,370.87,146.0,209.9,1
3455,1.0,0.0,73.0,0.0,1
3457,191.0,0.0,92.0,0.0,0
3458,23.0,0.0,22.0,0.0,1
3460,1.0,1484.58,15.0,981.24,0
3461,116.0,276.62,182.0,88.23,0
3463,1.0,1442.34,32.0,725.17,1
3464,35.0,0.0,23.0,0.0,0
3465,9.0,1174.8,19.0,932.23,1
3466,27.0,0.0,5.0,0.0,0
3468,56.0,0.0,69.0,0.0,1
3471,29.0,0.0,20.0,0.0,1
3472,3.0,0.0,133.0,0.0,1
3475,7.0,0.0,45.0,0.0,1
3478,8.0,0.0,11.0,0.0,1
3480,120.0,0.0,193.0,0.0,1
3481,100.0,0.0,76.0,0.0,0
3482,38.0,0.0,54.0,0.0,1
3484,131.0,0.0,118.0,0.0,0
3486,84.0,398.53,75.0,455.06,0
3488,161.0,0.0,167.0,0.0,0
3489,75.0,460.58,98.0,344.12,1
3490,8.0,1044.12,35.0,677.74,1
3491,159.0,0.0,72.0,0.0,0
3492,162.0,0.0,156.0,0.0,1
3493,34.0,0.0,118.0,0.0,1
3494,45.0,620.56,19.0,854.09,0
3495,45.0,0.0,57.0,0.0,1
3497,164.0,0.0,98.0,0.0,0
3498,77.0,0.0,95.0,0.0,1
3500,131.0,0.0,7.0,0.0,0
3503,93.0,0.0,97.0,0.0,0
3506,120.0,0.0,139.0,0.0,1
3509,58.0,565.0,109.0,305.97,1
3512,29.0,0.0,144.0,0.0,1
3513,33.0,0.0,76.0,0.0,1
3515,1.0,0.0,32.0,0.0,1
3517,8.0,0.0,25.0,0.0,1
3518,154.0,0.0,195.0,0.0,1
3519,15.0,0.0,52.0,0.0,1
3520,9.0,0.0,14.0,0.0,0
3521,101.0,0.0,68.0,0.0,0
3522,59.0,0.0,49.0,0.0,1
3523,67.0,0.0,95.0,0.0,1
3526,53.0,589.36,118.0,289.8,1
3527,126.0,0.0,28.0,0.0,0
3528,8.0,0.0,33.0,0.0,1
3529,12.0,0.0,10.0,0.0,0
3531,56.0,587.4,96.0,367.74,1
3534,193.0,0.0,200.0,0.0,1
3538,32.0,0.0,142.0,0.0,0
3540,72.0,0.0,1.0,0.0,0
3541,113.0,292.03,40.0,639.63,0
3542,103.0,0.0,53.0,0.0,0
3543,131.0,234.93,113.0,287.82,1
3544,29.0,807.02,27.0,842.27,0
3546,200.0,0.0,188.0,0.0,0
3549,131.0,0.0,195.0,0.0,0
3551,26.0,0.0,28.0,0.0,0
3553,175.0,80.57,103.0,332.01,0
3554,19.0,0.0,27.0,0.0,1
3555,14.0,0.0,9.0,0.0,0
3556,84.0,0.0,90.0,0.0,0
3557,21.0,0.0,91.0,0.0,1
3558,137.0,0.0,177.0,0.0,1
3559,185.0,0.0,188.0,0.0,0
3561,71.0,0.0,152.0,0.0,1
3562,8.0,0.0,22.0,0.0,0
3563,166.0,0.0,91.0,0.0,0
3565,50.0,0.0,30.0,0.0,1
3566,12.0,1014.98,26.0,803.35,0
3568,60.0,0.0,62.0,0.0,1
3569,43.0,0.0,92.0,0.0,1
3570,5.0,0.0,33.0,0.0,1
3571,108.0,0.0,40.0,0.0,0
3572,165.0,0.0,123.0,0.0,0
3574,166.0,0.0,168.0,0.0,0
3575,151.0,158.78,55.0,581.64,0
3578,49.0,0.0,40.0,0.0,0
3579,12.0,1130.33,176.0,99.33,1
3580,52.0,575.09,99.0,341.3,1
3582,34.0,0.0,40.0,0.0,1
3583,28.0,0.0,21.0,0.0,1
3584,102.0,0.0,72.0,0.0,1
3586,47.0,0.0,67.0,0.0,1
3587,109.0,0.0,129.0,0.0,1
3588,33.0,0.0,44.0,0.0,1
3589,49.0,0.0,124.0,0.0,0
3591,24.0,0.0,133.0,0.0,1
3595,81.0,0.0,139.0,0.0,1
3596,65.0,0.0,13.0,0.0,0
3597,100.0,0.0,198.0,0.0,1
3598,89.0,378.4,9.0,1164.19,0
3599,36.0,0.0,108.0,0.0,1
3600,37.0,0.0,30.0,0.0,0
3602,54.0,0.0,65.0,0.0,1
3603,92.0,0.0,82.0,0.0,0
3605,2.0,1458.51,21.0,859.29,0
3606,133.0,0.0,116.0,0.0,0
3607,129.0,0.0,112.0,0.0,1
3610,118.0,0.0,172.0,0.0,1
3611,206.0,0.0,84.0,413.31,0
3612,29.0,0.0,41.0,0.0,0
3613,22.0,828.58,16.0,949.76,1
3615,133.0,0.0,88.0,0.0,0
3617,92.0,0.0,17.0,0.0,0
3618,20.0,0.0,70.0,0.0,1
3619,99.0,0.0,185.0,0.0,1
3620,144.0,0.0,129.0,0.0,1
3623,103.0,0.0,67.0,0.0,0
3624,84.0,383.44,7.0,1229.46,0
3625,1.0,1621.32,5.0,1361.48,1
3626,123.0,0.0,151.0,0.0,1
3627,5.0,0.0,120.0,0.0,1
3629,14.0,0.0,131.0,0.0,1
3633,136.0,0.0,66.0,0.0,1
3634,37.0,0.0,29.0,0.0,0
3635,186.0,0.0,192.0,0.0,1
3636,93.0,0.0,144.0,0.0,1
3637,151.0,146.8,63.0,514.28,1
3638,149.0,0.0,60.0,0.0,0
3641,42.0,0.0,3.0,0.0,0
3642,147.0,180.13,31.0,788.8,1
3643,117.0,0.0,53.0,0.0,0
3645,50.0,589.07,116.0,290.01,1
3647,27.0,0.0,66.0,0.0,0
3648,95.0,0.0,97.0,0.0,0
3649,48.0,0.0,79.0,0.0,1
3651,28.0,820.27,44.0,651.92,1
3652,27.0,842.45,8.0,1181.43,0
3653,152.0,0.0,133.0,0.0,1
3654,131.0,196.71,62.0,521.81,1
3655,21.0,920.74,12.0,1050.6,1
3656,85.0,0.0,86.0,0.0,1
3657,22.0,829.19,52.0,570.29,0
3659,7.0,0.0,71.0,0.0,1
3663,127.0,0.0,37.0,0.0,0
3664,45.0,662.84,42.0,691.64,1
3667,24.0,0.0,1.0,0.0,0
3668,68.0,0.0,150.0,0.0,1
3669,63.0,530.78,2.0,1489.28,0
3671,51.0,0.0,84.0,0.0,1
3672,121.0,0.0,64.0,0.0,1
3676,70.0,0.0,145.0,0.0,1
3677,116.0,0.0,83.0,0.0,0
3678,3.0,0.0,119.0,0.0,1
3680,122.0,0.0,125.0,0.0,1
3681,57.0,0.0,106.0,0.0,1
3682,39.0,703.03,55.0,581.87,0
3684,76.0,426.82,52.0,600.33,0
3686,2.0,0.0,21.0,0.0,0
3690,11.0,0.0,30.0,0.0,1
3691,53.0,586.76,34.0,761.57,0
3692,69.0,0.0,76.0,0.0,0
3694,60.0,0.0,27.0,0.0,0
3695,17.0,962.22,34.0,738.68,1
3697,28.0,0.0,14.0,0.0,0
3700,28.0,0.0,94.0,0.0,1
3704,49.0,0.0,85.0,0.0,1
3705,103.0,337.43,49.0,623.92,0
3706,56.0,547.46,141.0,203.56,1
3709,69.0,0.0,88.0,0.0,1
3710,45.0,570.76,27.0,832.79,0
3712,51.0,0.0,91.0,0.0,1
3713,68.0,0.0,92.0,0.0,1
3714,72.0,0.0,77.0,0.0,0
3715,99.0,0.0,19.0,0.0,0
3716,33.0,0.0,118.0,0.0,1
3717,188.0,0.0,193.0,0.0,1
3718,95.0,0.0,156.0,0.0,1
3722,66.0,520.24,49.0,640.59,0
3723,25.0,794.86,12.0,1038.51,0
3726,9.0,1185.16,13.0,1105.82,0
3729,105.0,328.08,80.0,407.09,0
3730,24.0,0.0,2.0,0.0,0
3731,23.0,0.0,39.0,0.0,0
3732,109.0,0.0,74.0,0.0,0
3738,65.0,534.37,48.0,638.43,1
3739,32.0,795.13,70.0,500.95,0
3740,1.0,1483.57,21.0,870.5,0
3741,106.0,0.0,143.0,0.0,1
3742,56.0,566.25,88.0,393.07,0
3744,46.0,642.57,61.0,557.7,0
3746,15.0,0.0,26.0,0.0,0
3748,3.0,0.0,2.0,0.0,0
3749,67.0,0.0,8.0,0.0,0
3750,9.0,1058.29,30.0,743.76,1
3753,26.0,799.0,65.0,538.79,1
3754,15.0,1023.04,63.0,473.81,0
3755,159.0,0.0,148.0,0.0,0
3756,56.0,0.0,5.0,0.0,1
3757,65.0,0.0,109.0,0.0,1
3758,16.0,0.0,120.0,0.0,1
3760,4.0,1234.05,3.0,1288.3,0
3761,90.0,0.0,86.0,0.0,0
3765,23.0,881.53,103.0,334.94,0
3766,53.0,589.29,62.0,546.82,1
3768,196.0,40.43,202.0,12.8,1
3769,118.0,270.04,52.0,572.12,0
3770,155.0,0.0,72.0,0.0,0
3773,25.0,0.0,1.0,0.0,0
3777,85.0,422.59,5.0,1165.09,0
3778,85.0,388.39,64.0,497.86,0
3779,77.0,0.0,40.0,0.0,0
3781,50.0,0.0,36.0,0.0,0
3782,100.0,0.0,25.0,0.0,0
3783,122.0,249.49,102.0,323.33,1
3784,168.0,90.34,115.0,268.42,1
3785,79.0,0.0,38.0,0.0,0
3788,76.0,0.0,51.0,0.0,1
3789,34.0,0.0,60.0,0.0,0
3790,14.0,0.0,130.0,0.0,1
3791,18.0,0.0,33.0,0.0,1
3792,173.0,0.0,100.0,0.0,0
3794,155.0,172.41,142.0,202.5,1
3797,88.0,0.0,124.0,0.0,0
3798,92.0,0.0,31.0,0.0,0
3800,29.0,779.25,15.0,953.16,0
3801,99.0,0.0,121.0,0.0,0
3802,85.0,0.0,39.0,0.0,1
3803,57.0,0.0,96.0,0.0,0
3804,59.0,557.93,93.0,374.32,1
3808,30.0,0.0,48.0,0.0,0
3810,17.0,0.0,34.0,0.0,1
3811,127.0,219.59,124.0,231.6,1
3812,3.0,0.0,53.0,0.0,1
3816,93.0,0.0,19.0,0.0,0
3817,86.0,0.0,56.0,0.0,0
3819,177.0,0.0,159.0,0.0,1
3820,27.0,0.0,63.0,0.0,0
3822,59.0,0.0,7.0,0.0,0
3823,65.0,525.08,155.0,190.95,1
3824,96.0,348.51,103.0,328.66,0
3825,12.0,0.0,22.0,0.0,0
3832,8.0,0.0,59.0,0.0,1
3834,61.0,546.3,85.0,382.39,1
3835,120.0,0.0,79.0,0.0,1
3836,54.0,0.0,84.0,0.0,0
3838,39.0,0.0,33.0,0.0,1
3839,105.0,0.0,79.0,0.0,1
3840,57.0,0.0,77.0,0.0,1
3841,149.0,151.5,72.0,504.25,0
3842,49.0,0.0,39.0,0.0,1
3843,79.0,0.0,149.0,0.0,1
3848,116.0,0.0,7.0,0.0,1
3849,8.0,1148.8,55.0,591.87,1
3850,45.0,0.0,54.0,0.0,0
3852,77.0,0.0,97.0,0.0,0
3854,37.0,0.0,71.0,0.0,1
3856,46.0,0.0,169.0,0.0,0
3857,46.0,0.0,110.0,0.0,1
3858,32.0,0.0,167.0,0.0,1
3859,104.0,0.0,122.0,0.0,1
3861,33.0,740.89,85.0,395.68,1
3862,192.0,0.0,199.0,0.0,1
3863,46.0,591.13,145.0,196.87,1
3864,44.0,615.3,69.0,463.84,1
3865,114.0,0.0,103.0,0.0,1
3866,68.0,0.0,87.0,0.0,1
3867,41.0,0.0,50.0,0.0,1
3869,110.0,0.0,59.0,0.0,0
3872,44.0,0.0,114.0,0.0,1
3873,80.0,458.39,42.0,671.06,1
3874,41.0,668.49,104.0,328.1,1
3875,154.0,0.0,145.0,0.0,0
3876,20.0,0.0,57.0,0.0,0
3877,78.0,0.0,46.0,0.0,1
3879,50.0,588.41,70.0,506.59,0
3880,10.0,0.0,45.0,0.0,1
3884,10.0,0.0,3.0,0.0,0
3887,203.0,0.0,201.0,2.55,1
3888,156.0,129.47,49.0,646.05,0
3891,1.0,0.0,4.0,0.0,1
3893,57.0,565.74,145.0,214.57,1
3894,118.0,0.0,174.0,0.0,1
3898,143.0,0.0,150.0,0.0,1
3899,40.0,0.0,3.0,0.0,1
3900,10.0,0.0,117.0,0.0,1
3901,44.0,0.0,37.0,0.0,0
3902,126.0,0.0,94.0,0.0,1
3903,33.0,745.86,3.0,1255.01,0
3906,14.0,0.0,52.0,0.0,0
3911,8.0,0.0,21.0,0.0,1
3912,60.0,0.0,17.0,0.0,0
3913,38.0,0.0,3.0,0.0,0
3915,16.0,1002.72,76.0,442.41,0
3916,23.0,821.92,80.0,428.76,1
3917,107.0,0.0,17.0,0.0,0
3920,46.0,0.0,102.0,0.0,0
3921,4.0,1422.14,3.0,1511.44,0
3922,112.0,0.0,19.0,0.0,0
3923,50.0,576.07,102.0,334.97,1
3926,150.0,0.0,108.0,0.0,0
3927,50.0,0.0,61.0,0.0,0
3930,55.0,565.98,70.0,488.28,0
3932,85.0,0.0,60.0,0.0,0
3934,143.0,180.76,49.0,612.89,0
3935,37.0,695.35,12.0,998.33,0
3936,7.0,0.0,14.0,0.0,1
3937,157.0,0.0,199.0,0.0,1
3939,103.0,306.07,65.0,464.06,0
3940,155.0,0.0,106.0,0.0,0
3944,64.0,0.0,141.0,0.0,1
3946,52.0,0.0,29.0,0.0,0
3947,62.0,0.0,138.0,0.0,1
3949,57.0,0.0,133.0,0.0,1
3952,50.0,0.0,138.0,0.0,1
3953,131.0,248.18,37.0,658.79,0
3957,60.0,0.0,138.0,0.0,0
3958,80.0,0.0,99.0,0.0,0
3960,99.0,0.0,106.0,0.0,0
3962,159.0,0.0,152.0,0.0,1
3965,26.0,0.0,12.0,0.0,1
3966,111.0,0.0,135.0,0.0,0
3968,34.0,0.0,138.0,0.0,1
3969,124.0,0.0,149.0,0.0,0
3971,9.0,0.0,5.0,0.0,1
3972,110.0,0.0,151.0,0.0,1
3973,107.0,308.93,116.0,290.01,1
3974,107.0,0.0,94.0,0.0,0
3975,98.0,0.0,102.0,0.0,0
3976,135.0,0.0,55.0,0.0,1
3977,73.0,460.47,110.0,271.51,0
3978,6.0,0.0,32.0,0.0,0
3979,175.0,0.0,72.0,0.0,0
3980,111.0,0.0,104.0,0.0,0
3982,33.0,0.0,99.0,0.0,1
3985,111.0,0.0,112.0,0.0,0
3987,97.0,0.0,14.0,0.0,0
3988,63.0,0.0,11.0,0.0,0
3992,33.0,0.0,69.0,0.0,0
3993,108.0,0.0,181.0,0.0,1
3994,14.0,963.75,6.0,1144.64,0
3996,59.0,525.67,132.0,222.43,0
3997,28.0,791.44,60.0,530.3,0
3998,146.0,206.87,171.0,121.99,1
3999,107.0,0.0,26.0,0.0,0
4000,85.0,0.0,24.0,0.0,1
4004,171.0,0.0,183.0,0.0,1
4005,39.0,0.0,4.0,0.0,0
4006,25.0,0.0,48.0,0.0,1
4007,58.0,0.0,145.0,0.0,1
4008,103.0,0.0,25.0,0.0,1
4009,158.0,0.0,135.0,0.0,1
4010,169.0,0.0,163.0,0.0,0
4011,84.0,0.0,96.0,0.0,0
4012,117.0,274.33,85.0,406.47,0
4014,12.0,0.0,39.0,0.0,1
4015,88.0,0.0,60.0,0.0,0
4019,87.0,0.0,135.0,0.0,1
4020,42.0,702.56,25.0,821.0,1
4021,98.0,364.7,41.0,615.5,0
4022,36.0,748.92,19.0,1001.64,1
4023,96.0,0.0,33.0,0.0,0
4024,87.0,0.0,203.0,0.0,1
4026,3.0,0.0,19.0,0.0,1
4028,100.0,0.0,31.0,0.0,0
4029,40.0,0.0,49.0,0.0,0
4032,5.0,0.0,20.0,0.0,1
4035,113.0,0.0,28.0,0.0,0
4037,32.0,0.0,109.0,0.0,1
4039,103.0,324.85,87.0,391.18,1
4040,37.0,0.0,46.0,0.0,0
4042,67.0,506.39,86.0,392.24,0
4043,75.0,0.0,44.0,0.0,0
4045,162.0,0.0,183.0,0.0,1
4048,191.0,0.0,84.0,0.0,0
4049,15.0,0.0,19.0,0.0,0
4050,106.0,320.88,148.0,173.22,1
4051,99.0,0.0,107.0,0.0,1
4052,12.0,0.0,3.0,0.0,0
4054,14.0,0.0,28.0,0.0,1
4055,204.0,5.99,124.0,242.85,0
4056,161.0,0.0,87.0,0.0,0
4057,50.0,0.0,32.0,0.0,0
4058,7.0,1125.64,2.0,1262.84,1
4059,82.0,458.07,130.0,241.55,1
4060,68.0,0.0,17.0,0.0,0
4061,62.0,566.94,147.0,186.95,0
4063,33.0,0.0,48.0,0.0,1
4065,75.0,0.0,173.0,0.0,1
4066,11.0,1073.94,19.0,893.29,1
4067,75.0,0.0,82.0,0.0,1
4070,123.0,0.0,108.0,0.0,0
4071,47.0,666.13,123.0,219.82,0
4074,65.0,0.0,10.0,0.0,0
4075,83.0,0.0,52.0,0.0,1
4079,137.0,0.0,79.0,0.0,0
4080,119.0,262.58,77.0,475.45,1
4081,78.0,0.0,56.0,0.0,0
4082,29.0,0.0,29.0,0.0,0
4083,67.0,0.0,87.0,0.0,0
4084,37.0,689.43,40.0,671.03,1
4085,111.0,0.0,88.0,0.0,1
4087,33.0,0.0,60.0,0.0,1
4088,14.0,1071.22,74.0,468.81,1
4090,40.0,0.0,129.0,0.0,1
4093,169.0,98.97,141.0,208.17,1
4096,60.0,0.0,105.0,0.0,0
4097,120.0,0.0,25.0,0.0,1
4098,202.0,2.55,196.0,10.2,1
4099,114.0,268.96,54.0,563.27,0
4101,83.0,0.0,11.0,0.0,0
4103,34.0,0.0,5.0,0.0,0
4104,27.0,0.0,111.0,0.0,1
4106,76.0,0.0,67.0,0.0,0
4108,156.0,0.0,95.0,0.0,0
4111,1.0,1611.34,13.0,1010.76,0
4112,18.0,0.0,49.0,0.0,0
4113,13.0,0.0,123.0,0.0,1
4114,12.0,1115.69,2.0,1618.63,0
4115,83.0,0.0,48.0,0.0,0
4116,94.0,0.0,44.0,0.0,0
4117,19.0,966.91,191.0,43.76,1
4119,188.0,0.0,97.0,0.0,0
4120,80.0,0.0,100.0,0.0,0
4121,34.0,691.32,207.0,0.0,1
4123,148.0,0.0,139.0,0.0,0
4124,62.0,0.0,65.0,0.0,1
4125,181.0,0.0,158.0,0.0,0
4127,93.0,0.0,80.0,0.0,0
4130,111.0,270.94,65.0,506.88,0
4131,47.0,0.0,46.0,0.0,0
4132,36.0,0.0,102.0,0.0,1
4133,18.0,0.0,1.0,0.0,1
4135,40.0,0.0,117.0,0.0,1
4136,44.0,0.0,38.0,0.0,1
4138,41.0,623.89,22.0,828.58,1
4139,66.0,0.0,11.0,0.0,0
4140,114.0,268.54,136.0,190.99,1
4141,12.0,0.0,40.0,0.0,0
4142,35.0,689.69,76.0,466.64,1
4144,37.0,0.0,96.0,0.0,1
4145,133.0,0.0,87.0,0.0,0
4146,73.0,480.51,98.0,343.34,1
4147,131.0,0.0,41.0,0.0,0
4148,175.0,0.0,183.0,0.0,0
4149,81.0,0.0,88.0,0.0,1
4150,4.0,0.0,39.0,0.0,0
4151,10.0,0.0,48.0,0.0,1
4152,119.0,234.47,141.0,158.79,1
4155,35.0,0.0,57.0,0.0,1
4156,141.0,183.28,92.0,380.53,0
4157,28.0,0.0,80.0,0.0,1
4159,115.0,0.0,93.0,0.0,0
4160,106.0,0.0,172.0,0.0,1
4162,111.0,273.48,7.0,1109.8,0
4163,131.0,0.0,121.0,0.0,0
4164,30.0,0.0,106.0,0.0,1
4165,108.0,0.0,123.0,0.0,0
4167,105.0,0.0,106.0,0.0,0
4168,33.0,0.0,116.0,0.0,1
4169,61.0,0.0,53.0,0.0,1
4171,150.0,0.0,145.0,0.0,1
4172,53.0,0.0,116.0,0.0,0
4175,51.0,0.0,117.0,0.0,1
4177,59.0,0.0,144.0,0.0,1
4178,35.0,0.0,22.0,0.0,1
4180,138.0,0.0,162.0,0.0,1
4181,183.0,0.0,153.0,0.0,1
4182,43.0,0.0,101.0,0.0,1
4183,109.0,317.25,123.0,267.77,0
4184,122.0,0.0,7.0,0.0,0
4186,147.0,0.0,92.0,0.0,0
4188,91.0,384.02,101.0,339.77,1
4189,77.0,0.0,55.0,0.0,1
4191,47.0,0.0,110.0,0.0,0
4193,76.0,421.31,7.0,1242.6,0
4194,1.0,0.0,10.0,0.0,0
4195,104.0,0.0,181.0,0.0,1
4197,64.0,0.0,75.0,0.0,0
4198,13.0,0.0,17.0,0.0,0
4199,24.0,0.0,20.0,0.0,0
4202,153.0,0.0,111.0,0.0,0
4203,59.0,0.0,72.0,0.0,1
4204,34.0,0.0,55.0,0.0,1
4205,89.0,396.53,18.0,997.82,0
4207,68.0,0.0,50.0,0.0,0
4208,44.0,0.0,103.0,0.0,1
4211,150.0,0.0,114.0,0.0,0
4213,188.0,41.83,150.0,167.37,0
4214,45.0,0.0,47.0,0.0,0
4216,97.0,360.08,21.0,919.77,0
4218,62.0,0.0,71.0,0.0,0
4220,11.0,0.0,23.0,0.0,0
4221,43.0,0.0,95.0,0.0,1
4222,57.0,0.0,19.0,0.0,1
4224,116.0,0.0,95.0,0.0,1
4226,56.0,594.49,72.0,482.96,0
4227,196.0,0.0,134.0,0.0,1
4228,61.0,0.0,98.0,0.0,0
4229,48.0,0.0,100.0,0.0,0
4230,54.0,0.0,26.0,0.0,0
4231,64.0,0.0,1.0,0.0,0
4233,21.0,0.0,10.0,0.0,0
4234,123.0,0.0,28.0,0.0,0
4235,123.0,0.0,161.0,0.0,1
4236,23.0,0.0,52.0,0.0,1
4238,179.0,0.0,115.0,0.0,0
4239,82.0,0.0,60.0,0.0,0
4241,6.0,1332.16,13.0,1119.17,1
4242,93.0,0.0,124.0,0.0,1
4245,64.0,0.0,129.0,0.0,1
4249,10.0,1030.24,115.0,272.81,0
4251,131.0,0.0,180.0,0.0,1
4253,143.0,0.0,68.0,0.0,1
4255,66.0,0.0,23.0,0.0,1
4256,79.0,0.0,9.0,0.0,1
4259,10.0,0.0,50.0,0.0,1
4264,80.0,0.0,41.0,0.0,0
4265,120.0,0.0,130.0,0.0,0
4266,74.0,466.63,112.0,305.54,0
4267,20.0,0.0,155.0,0.0,1
4268,28.0,0.0,53.0,0.0,1
4269,23.0,861.29,58.0,629.85,0
4274,132.0,0.0,26.0,0.0,0
4275,32.0,0.0,30.0,0.0,1
4277,170.0,0.0,198.0,0.0,1
4278,39.0,0.0,98.0,0.0,1
4282,147.0,207.21,103.0,330.98,1
4283,101.0,357.69,75.0,478.15,1
4285,7.0,0.0,103.0,0.0,1
4287,22.0,0.0,83.0,0.0,1
4288,29.0,809.8,6.0,1307.29,0
4290,35.0,0.0,27.0,0.0,1
4291,50.0,0.0,82.0,0.0,1
4292,42.0,665.16,56.0,548.25,0
4293,11.0,0.0,73.0,0.0,1
4294,3.0,0.0,26.0,0.0,0
4295,122.0,0.0,85.0,0.0,0
4301,13.0,0.0,52.0,0.0,1
4302,11.0,1145.54,129.0,206.89,1
4303,41.0,0.0,133.0,0.0,1
4305,62.0,551.5,68.0,515.46,1
4307,65.0,562.64,8.0,1217.94,0
4308,165.0,0.0,142.0,0.0,0
4310,139.0,0.0,86.0,0.0,1
4313,48.0,0.0,66.0,0.0,1
4314,27.0,0.0,2.0,0.0,0
4315,135.0,0.0,60.0,0.0,0
4317,86.0,0.0,85.0,0.0,0
4318,2.0,0.0,35.0,0.0,0
4319,40.0,0.0,15.0,0.0,1
4320,69.0,0.0,14.0,0.0,1
4322,93.0,0.0,140.0,0.0,1
4323,135.0,0.0,60.0,0.0,0
4324,170.0,0.0,203.0,0.0,1
4325,112.0,0.0,69.0,0.0,0
4326,31.0,0.0,150.0,0.0,1
4328,93.0,0.0,68.0,0.0,0
4329,151.0,0.0,49.0,0.0,0
4330,23.0,0.0,43.0,0.0,0
4331,71.0,0.0,20.0,0.0,0
4332,6.0,0.0,81.0,0.0,1
4334,168.0,0.0,82.0,0.0,0
4336,98.0,0.0,56.0,0.0,0
4337,58.0,558.57,68.0,489.54,0
4338,5.0,1379.37,46.0,678.81,0
4339,58.0,0.0,109.0,0.0,1
4340,15.0,1031.64,20.0,907.02,1
4341,110.0,291.32,14.0,1037.35,0
4342,68.0,510.75,82.0,393.73,0
4343,71.0,491.6,101.0,348.99,0
4345,104.0,0.0,144.0,0.0,1
4346,67.0,0.0,134.0,0.0,0
4347,106.0,0.0,94.0,0.0,0
4348,53.0,617.48,72.0,482.96,1
4350,105.0,310.8,104.0,312.71,0
4351,179.0,0.0,86.0,0.0,0
4353,154.0,0.0,192.0,0.0,1
4354,26.0,0.0,105.0,0.0,1
4355,158.0,0.0,179.0,0.0,1
4356,165.0,123.25,93.0,363.9,0
4358,72.0,0.0,114.0,0.0,1
4359,186.0,0.0,99.0,0.0,0
4360,33.0,0.0,26.0,0.0,0
4361,176.0,99.31,165.0,146.63,0
4362,60.0,547.52,77.0,448.17,0
4364,81.0,0.0,175.0,0.0,1
4365,43.0,0.0,62.0,0.0,1
4366,24.0,0.0,40.0,0.0,0
4367,162.0,119.43,79.0,435.58,0
4368,52.0,0.0,57.0,0.0,0
4369,178.0,0.0,193.0,0.0,0
4370,12.0,0.0,52.0,0.0,0
4371,64.0,0.0,45.0,0.0,0
4376,11.0,0.0,14.0,0.0,1
4377,10.0,0.0,7.0,0.0,1
4379,45.0,0.0,99.0,0.0,1
4380,112.0,300.62,88.0,399.11,0
4381,29.0,0.0,94.0,0.0,1
4383,118.0,0.0,139.0,0.0,0
4385,5.0,1265.06,70.0,486.98,1
4386,109.0,276.02,82.0,374.79,1
4387,162.0,104.92,177.0,78.93,1
4388,41.0,685.17,28.0,831.04,0
